task_id,suite_split,lift_type,feature_family,copytrap,functional_pass,failure_stage,audit_failure_class,run_status,failure_class,final_score,reference_relative_loc_ratio,compactness_class,copied_fraction,submitted_loc,total_tokens,effective_uncached_prompt_tokens,completion_tokens,api_calls,context_violation,max_prompt_tokens_per_call,max_allowed_prompt_tokens,context_overage_tokens,agent_attempted,freeze_preflight_blocked,dependency_install_failed,dependency_failure_reason,run_error,source_snapshot_id,source_snapshot_match
fs__url_opener_core__hard3_001,python150,Adapted,registry_plugin_dispatch,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: fs__url_opener_core__hard3_001: active benchmark freeze spec hash mismatch,,
fsspec__url_chain_core__hard3_001,python150,Adapted,config_resolve_discover,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: fsspec__url_chain_core__hard3_001: active benchmark freeze spec hash mismatch,,
glom__spec_eval_core__hard3_001,python150,Adapted,algorithm_data_structure,false,True,pass,pass,failed,agent_step_limited,1.0,25.27451,copy_heavy_pass,0.786656,1289,10682383,214008,132759,127,True,135293,122880,12413,True,False,False,dependency lock is empty,,github__mahmoud__glom__2250f02139ca,True
h11__message_parse_core__001,python150,Direct,protocol_state_transition,false,True,pass,pass,failed,model_failed,1.0,1.000681,copy_heavy_pass,0.995918,1470,1091625,41219,14630,28,False,56524,122880,-66356,True,False,False,dependency lock is empty,,github__python_hyper__h11__5c23411f14fa,True
h2__frame_parse_core__001,python150,Adapted,protocol_state_transition,false,True,pass,pass,failed,model_failed,1.0,0.924783,functional_mixed_footprint,0.258603,959,2572185,45265,40520,51,False,85001,122880,-37879,True,False,False,dependency lock is empty,,github__python_hyper__h2__bbdbf7654624,True
hatch__project_metadata_core__hard3_001,python150,Adapted,resource_metadata_loading,false,False,public,public_behavior,failed,model_failed,0.0,10.084337,non_functional,0.019116,837,5688939,123562,103745,85,True,134875,122880,11995,True,False,False,dependency lock is empty,,github__pypa__hatch__1c66b30e80a7,True
httpx__request_model_core__001,python150,Adapted,validate_normalize_construct,false,True,pass,pass,failed,model_failed,1.0,1.043928,copy_heavy_pass,0.963696,2424,4821858,75475,32783,78,False,104772,122880,-18108,True,False,False,,,github__encode__httpx__3fdce099a597,True
humanize__naturaltime_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,0.417459,copy_heavy_pass,0.84058,483,3133072,69462,60986,42,True,130048,122880,7168,True,False,False,dependency lock is empty,,github__python_humanize__humanize__7edd04a349f2,True
importlib_metadata__entry_points_core__001,python150,Direct,resource_metadata_loading,false,True,pass,pass,passed,passed,1.0,0.160272,compact_pass,0.787645,259,1805900,40083,30905,37,False,71425,122880,-51455,True,False,False,dependency lock is empty,,github__python__importlib_metadata__ba1c0026121e,True
importlib_resources__traversable_tree_core__hard3_001,python150,Composite,resource_metadata_loading,false,False,public,public_behavior,failed,model_failed,0.0,1.607362,non_functional,0.045802,262,7874061,128514,117515,90,True,137038,122880,14158,True,False,False,dependency lock is empty,,github__python__importlib_resources__001958068578,True
installer__wheel_record_core__hard3_001,python150,Adapted,resource_metadata_loading,false,False,hidden,hidden_only_behavior,failed,model_failed,0.0,2.757576,non_functional,0.10989,91,1320223,37377,32414,30,False,69940,122880,-52940,True,False,False,dependency lock is empty,,github__pypa__installer__648a0b9a91d0,True
intervaltree__interval_tree_core__001,python150,Direct,algorithm_data_structure,false,True,pass,pass,passed,passed,1.0,1.002287,copy_heavy_pass,0.997148,1753,1260969,46327,18098,29,False,64830,122880,-58050,True,False,False,,,github__chaimleib__intervaltree__9741eb324c97,True
isodate__duration_parse_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,passed,passed,1.0,0.674835,copy_heavy_pass,0.892458,716,3028237,60063,48238,47,False,107803,122880,-15077,True,False,False,dependency lock is empty,,github__gweis__isodate__f4373f2cf435,True
isort__settings_resolver_core__hard3_001,python150,Adapted,config_resolve_discover,false,True,pass,pass,failed,model_failed,1.0,2.106618,copy_heavy_pass,0.371728,573,5135832,51068,131676,64,True,131531,122880,8651,True,False,False,dependency lock is empty,,github__pycqa__isort__8422ea593a22,True
itsdangerous__timed_serializer_core__001,python150,Adapted,serialize_format_render,false,True,pass,pass,passed,passed,1.0,13.974359,copy_heavy_pass,0.730275,545,1874892,40888,42388,34,False,81962,122880,-40918,True,False,False,dependency lock is empty,,github__pallets__itsdangerous__ec2acee1e8b4,True
jinja2__compile_render_core__001,python150,Adapted,serialize_format_render,false,True,pass,pass,failed,agent_step_limited,1.0,0.971665,copy_heavy_pass,0.995735,8676,10670167,169651,62372,127,True,130383,122880,7503,True,False,False,,,github__pallets__jinja__9a72443c8587,True
jinja2__extensions_core__001,python150,Adapted,registry_plugin_dispatch,false,True,pass,pass,failed,model_failed,1.0,1.055694,copy_heavy_pass,0.985307,10141,4965334,63644,51770,84,False,112638,122880,-10242,True,False,False,,,github__pallets__jinja__9a72443c8587,True
jinja2__filters_tests_core__001,python150,Adapted,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,1.249328,copy_heavy_pass,0.982069,11154,5627465,60741,45444,92,False,102931,122880,-19949,True,False,False,,,github__pallets__jinja__9a72443c8587,True
jinja2__lexer_parser_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.915259,copy_heavy_pass,0.963088,3251,8789722,160066,64152,104,True,137064,122880,14184,True,False,False,,,github__pallets__jinja__9a72443c8587,True
jinja2__loader_inheritance_core__001,python150,Adapted,resource_metadata_loading,false,True,pass,pass,failed,model_failed,1.0,1.024992,copy_heavy_pass,0.99907,9679,2633622,38480,28486,65,False,65201,122880,-57679,True,False,False,,,github__pallets__jinja__9a72443c8587,True
json5__parse_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.063047,copy_heavy_pass,0.992586,1214,644776,35568,9528,20,False,46456,122880,-76424,True,False,False,dependency lock is empty,,github__dpranke__pyjson5__31c7118aa7ba,True
json_logic__evaluator_core__hard3_001,python150,Direct,cache_retry_policy,false,True,pass,pass,failed,model_failed,1.0,1.29078,copy_heavy_pass,0.741758,182,679432,32963,23749,21,False,48837,122880,-74043,True,False,False,dependency lock is empty,,github__nadirizr__json_logic_py__ba7f0a8e6175,True
jsonpath_ng__expression_eval_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,2.915552,copy_heavy_pass,0.995897,4143,2316882,58588,25334,43,False,83218,122880,-39662,True,False,False,,,github__h2non__jsonpath_ng__8d7356dcb6f2,True
jsonpointer__resolve_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.764444,copy_heavy_pass,0.877907,172,498245,20828,14953,19,False,37074,122880,-85806,True,False,False,dependency lock is empty,,github__stefankoegl__python_json_pointer__362d9007ed9e,True
jsonschema__validator_core__001,python150,Direct,validate_normalize_construct,false,True,pass,pass,failed,model_failed,1.0,0.620719,copy_heavy_pass,0.96246,2211,8576213,160681,65196,108,True,138915,122880,16035,True,False,False,,,github__python_jsonschema__jsonschema__032f23149b5a,True
jupyter_core__paths_resolver_core__hard3_001,python150,Adapted,config_resolve_discover,false,False,public,public_behavior,failed,model_failed,0.0,1.65493,non_functional,0.161702,235,5036797,52553,86068,60,True,131290,122880,8410,True,False,False,dependency lock is empty,,github__jupyter__jupyter_core__23116e7ef136,True
jupyter_server__extension_config_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: jupyter_server__extension_config_core__hard3_001: active benchmark freeze spec hash mismatch,,
keyring__backend_select_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,False,public,public_behavior,failed,model_failed,0.0,2.019108,non_functional,0.041009,317,2245247,31323,49700,42,False,80345,122880,-42535,True,False,False,dependency lock is empty,,github__jaraco__keyring__4c51f18f5ba6,True
lark__grammar_loader_core__001,python150,Direct,resource_metadata_loading,false,True,pass,pass,failed,model_failed,1.0,1.0,copy_heavy_pass,0.998605,6450,5217177,60542,38939,94,False,96291,122880,-26589,True,False,False,dependency lock is empty,,github__lark_parser__lark__c80e589ad9d9,True
lark__parse_tree_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,agent_step_limited,1.0,1.021574,copy_heavy_pass,0.998817,5919,9847514,76796,61278,126,True,132811,122880,9931,True,False,False,dependency lock is empty,,github__lark_parser__lark__702440140c56,True
lark__visitor_transform_core__001,python150,Adapted,algorithm_data_structure,false,True,pass,pass,failed,model_failed,1.0,0.991964,copy_heavy_pass,0.998481,5925,3599759,56691,28572,69,False,81616,122880,-41264,True,False,False,dependency lock is empty,,github__lark_parser__lark__702440140c56,True
license_expression__policy_core__hard3_001,python150,Direct,parse_tokenize_decode,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: license_expression__policy_core__hard3_001: active benchmark freeze spec hash mismatch,,
mako__lexer_expression_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.737599,copy_heavy_pass,0.968324,2052,6071276,76028,40048,84,False,112478,122880,-10402,True,False,False,,,github__sqlalchemy__mako__8e2a8cd3a196,True
markdown__extensions_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,passed,passed,1.0,1.072274,copy_heavy_pass,0.992246,3353,3987401,93418,24543,53,False,116919,122880,-5961,True,False,False,dependency lock is empty,,github__python_markdown__markdown__73b4842a1e1c,True
markdown_it__commonmark_render__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.0,copy_heavy_pass,0.998187,4412,1960811,40735,26572,48,False,63977,122880,-58903,True,False,False,,,github__executablebooks__markdown_it_py__4c5e1b22e6a4,True
marshmallow__schema_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,passed,passed,1.0,0.997459,copy_heavy_pass,0.967397,3926,4441976,67892,35652,69,False,101496,122880,-21384,True,False,False,dependency lock is empty,,github__marshmallow_code__marshmallow__a4ceae103333,True
mkdocs__plugin_config_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,False,public,public_behavior,failed,model_failed,0.0,3.0,non_functional,0.0,141,974467,26645,28910,25,False,56727,122880,-66153,True,False,False,dependency lock is empty,,github__mkdocs__mkdocs__b396880fcfb1,True
msgpack__pack_unpack_core__001,python150,Adapted,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,0.991168,copy_heavy_pass,0.959406,1010,1758098,55527,15275,37,False,70893,122880,-51987,True,False,False,dependency lock is empty,,github__msgpack__msgpack_python__6a3273526c81,True
multidict__multidict_mutation_core__hard3_001,python150,Direct,algorithm_data_structure,false,False,public,public_behavior,failed,model_failed,0.0,4.543624,non_functional,0.274742,677,10811213,232867,165546,126,True,135077,122880,12197,True,False,False,dependency lock is empty,,github__aio_libs__multidict__083c5e312e59,True
networkx__dag_topo_core__001,python150,Direct,algorithm_data_structure,false,True,pass,pass,failed,model_failed,1.0,0.155261,compact_pass,0.639218,1688,5662468,144905,63867,81,True,133242,122880,10362,True,False,False,dependency lock is empty,,github__networkx__networkx__10a1adf783f3,True
packaging__requirement_marker_specifier__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.58019,copy_heavy_pass,0.987844,1892,3677289,52325,31492,81,False,80486,122880,-42394,True,False,False,dependency lock is empty,,github__pypa__packaging__0bfdf1744eb5,True
parse__format_parser_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,passed,passed,1.0,9.133333,copy_heavy_pass,0.861314,411,3125149,56288,47293,48,False,98423,122880,-24457,True,False,False,dependency lock is empty,,github__r1chardj0n3s__parse__d51d2fbb4275,True
parsel__selector_namespace_core__hard3_001,python150,Adapted,parse_tokenize_decode,false,False,public,public_behavior,failed,agent_step_limited,0.0,19.705882,non_functional,0.01393,2010,10194257,221825,282576,124,True,130709,122880,7829,True,False,False,dependency lock is empty,,github__scrapy__parsel__a14385bf15d8,True
parso__python_parse_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.006434,copy_heavy_pass,0.979938,4536,6617837,90136,32341,84,False,119395,122880,-3485,True,False,False,dependency lock is empty,,github__davidhalter__parso__f28d112ed2c9,True
passlib__hash_context_core__001,python150,Direct,validate_normalize_construct,false,True,pass,pass,passed,passed,1.0,1.882546,copy_heavy_pass,0.959083,13784,1601986,37434,24072,38,False,60704,122880,-62176,True,False,False,dependency lock is empty,,source__foss_heptapod_net__fff35bde6fd1__d316cb7bd61f,True
pathvalidate__sanitize_core__001,python150,Direct,validate_normalize_construct,false,True,pass,pass,passed,passed,1.0,0.861842,copy_heavy_pass,0.984733,1310,2793157,54184,34717,49,False,88479,122880,-34401,True,False,False,dependency lock is empty,,github__thombashi__pathvalidate__20e86fb22690,True
pendulum__parse_format_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,agent_step_limited,1.0,0.802653,copy_heavy_pass,0.831748,3994,10822066,257380,96462,129,True,134542,122880,11662,True,False,False,,,github__sdispater__pendulum__970a8c189aaa,True
phonenumbers__parse_format_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.140064,copy_heavy_pass,0.993089,3907,5017953,72580,44509,77,False,114390,122880,-8490,True,False,False,dependency lock is empty,,github__daviddrysdale__python_phonenumbers__a72d28a419ff,True
platformdirs__app_dirs_core__hard3_001,python150,Adapted,config_resolve_discover,false,True,pass,pass,passed,passed,1.0,1.135338,copy_heavy_pass,0.0,151,2980877,74115,45834,38,False,119958,122880,-2922,True,False,False,dependency lock is empty,,github__tox_dev__platformdirs__d6eab461f0cf,True
pluggy__hook_call_order__001,python150,Direct,registry_plugin_dispatch,false,True,pass,pass,passed,passed,1.0,0.992997,copy_heavy_pass,0.997179,709,1368593,38717,12884,37,False,51496,122880,-71384,True,False,False,dependency lock is empty,,github__pytest_dev__pluggy__c62999277ecb,True
pluggy__hook_specs_core__001,python150,Direct,registry_plugin_dispatch,false,True,pass,pass,failed,model_failed,1.0,0.943978,copy_heavy_pass,0.986647,674,1215212,30230,18134,35,False,48760,122880,-74120,True,False,False,dependency lock is empty,,github__pytest_dev__pluggy__c62999277ecb,True
pluggy__hook_wrapper_core__hard3_001,python150,Adapted,registry_plugin_dispatch,false,False,public,public_behavior,failed,model_failed,0.0,2.813131,non_functional,0.818671,557,3799997,44822,61607,61,False,104882,122880,-17998,True,False,False,dependency lock is empty,,github__pytest_dev__pluggy__0d767d1d9c54,True
poetry_core__dependency_groups_core__hard3_001,python150,Composite,resource_metadata_loading,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: poetry_core__dependency_groups_core__hard3_001: active benchmark freeze spec hash mismatch,,
pydantic__field_validator_core__hard3_001,python150,Adapted,validate_normalize_construct,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: pydantic__field_validator_core__hard3_001: active benchmark freeze spec hash mismatch,,
pydantic_settings__env_source_core__001,python150,Adapted,config_resolve_discover,false,True,pass,pass,failed,model_failed,1.0,0.861684,copy_heavy_pass,0.944337,1545,10603108,174495,72645,125,True,139443,122880,16563,True,False,False,,,github__pydantic__pydantic_settings__656b6174508d,True
pydantic_v1__validation_error_core__001,python150,Adapted,validate_normalize_construct,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: pydantic_v1__validation_error_core__001: active benchmark freeze spec hash mismatch,,
pygments__formatter_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,1.364193,copy_heavy_pass,0.956562,7574,6196125,90784,40829,79,True,128010,122880,5130,True,False,False,dependency lock is empty,,github__pygments__pygments__4330994af0fe,True
pygments__lexer_core__001,python150,Direct,parse_tokenize_decode,false,False,hidden,hidden_only_behavior,failed,model_failed,0.0,0.804445,non_functional,0.968548,3402,6133151,95519,42624,67,True,134680,122880,11800,True,False,False,dependency lock is empty,,github__pygments__pygments__4330994af0fe,True
pyramid__configurator_action_core__hard3_001,python150,Composite,workflow_session_orchestration,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: pyramid__configurator_action_core__hard3_001: active benchmark freeze spec hash mismatch,,
pytest__fixture_resolve_core__001,python150,Composite,registry_plugin_dispatch,false,True,pass,pass,passed,passed,1.0,2.385827,copy_heavy_pass,0.049505,303,3378001,52720,54625,59,False,98867,122880,-24013,True,False,False,dependency lock is empty,,github__pytest_dev__pytest__4bec256f35f8,True
pytest__ini_markers_core__001,python150,Composite,config_resolve_discover,false,False,public,public_behavior,failed,model_failed,0.0,4.441176,non_functional,0.251656,151,3700211,45096,72779,68,False,115948,122880,-6932,True,False,False,dependency lock is empty,,github__pytest_dev__pytest__4bec256f35f8,True
pytest__mark_expression_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.007519,copy_heavy_pass,0.970149,268,1046870,22917,20177,34,False,43403,122880,-79477,True,False,False,dependency lock is empty,,github__pytest_dev__pytest__4bec256f35f8,True
pytest__marker_registry_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,False,hidden,hidden_only_behavior,failed,model_failed,0.0,1.921875,non_functional,0.02439,123,1728058,34880,38010,41,False,72688,122880,-50192,True,False,False,dependency lock is empty,,github__pytest_dev__pytest__41b75f32604d,True
pytest__skipif_eval_core__001,python150,Composite,cache_retry_policy,false,True,pass,pass,failed,model_failed,1.0,1.580247,copy_heavy_pass,0.59375,128,1479642,32348,30078,42,False,57795,122880,-65085,True,False,False,dependency lock is empty,,github__pytest_dev__pytest__4bec256f35f8,True
python_box__config_box_core__001,python150,Direct,config_resolve_discover,false,True,pass,pass,failed,model_failed,1.0,0.960956,copy_heavy_pass,0.936982,1206,6154547,65703,61324,80,True,124711,122880,1831,True,False,False,dependency lock is empty,,github__cdgriffith__box__8256206601ad,True
python_dateutil__relativedelta_core__001,python150,Direct,algorithm_data_structure,false,True,pass,pass,failed,model_failed,1.0,0.973404,copy_heavy_pass,0.972678,549,2144253,48611,38554,41,False,86889,122880,-35991,True,False,False,dependency lock is empty,,github__dateutil__dateutil__8f9462716028,True
python_dateutil__rrule_core__001,python150,Direct,protocol_state_transition,false,True,pass,pass,passed,passed,1.0,1.04164,copy_heavy_pass,0.921866,1651,5174619,74012,43839,78,False,115258,122880,-7622,True,False,False,dependency lock is empty,,github__dateutil__dateutil__8f9462716028,True
python_decouple__config_repository_core__001,python150,Adapted,config_resolve_discover,false,False,hidden,hidden_only_behavior,failed,model_failed,0.0,3.318182,non_functional,0.623288,146,821406,22050,35196,20,False,58506,122880,-64374,True,False,False,dependency lock is empty,,github__hbnetwork__python_decouple__b7c6532fe5fa,True
python_dotenv__env_parse_core__001,python150,Direct,config_resolve_discover,false,True,pass,pass,passed,passed,1.0,0.804878,copy_heavy_pass,0.985859,495,954960,34581,14651,28,False,49612,122880,-73268,True,False,False,dependency lock is empty,,github__theskumar__python_dotenv__e50d0b4faa5c,True
python_frontmatter__roundtrip_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,passed,passed,1.0,0.641473,copy_heavy_pass,0.851964,331,1149900,34798,28510,28,False,63801,122880,-59079,True,False,False,,,github__eyeseast__python_frontmatter__d4da767cde15,True
python_multipart__form_parse_core__001,python150,Direct,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.988506,copy_heavy_pass,0.981728,1204,4079139,92450,36993,60,True,127980,122880,5100,True,False,False,dependency lock is empty,,github__kludex__python_multipart__d9b56a41df65,True
pyyaml__safe_load_dump__001,python150,Adapted,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,0.871685,copy_heavy_pass,0.995875,3879,2599562,54678,30196,47,False,84162,122880,-38718,True,False,False,dependency lock is empty,,github__yaml__pyyaml__ef4ac31bcdcc,True
readme_renderer__content_type_core__hard3_001,python150,Adapted,serialize_format_render,false,False,public,public_behavior,failed,model_failed,0.0,8.416667,non_functional,0.0,303,4124148,52529,69059,60,False,119924,122880,-2956,True,False,False,dependency lock is empty,,github__pypa__readme_renderer__6d94d0128c4f,True
redis__resp_parser_core__001,python150,Adapted,protocol_state_transition,false,True,pass,pass,passed,passed,1.0,0.829238,copy_heavy_pass,0.955556,675,2131096,52653,32619,40,False,84722,122880,-38158,True,False,False,dependency lock is empty,,github__redis__redis_py__5a532a3c39e1,True
referencing__json_schema_refs_core__001,python150,Adapted,config_resolve_discover,false,True,pass,pass,failed,model_failed,1.0,0.980998,copy_heavy_pass,0.976594,1239,3626491,63543,24772,64,False,86562,122880,-36318,True,False,False,,,github__python_jsonschema__referencing__1f0abc56e32e,True
requests_cache__cache_key_core__hard3_001,python150,Composite,cache_retry_policy,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: requests_cache__cache_key_core__hard3_001: active benchmark freeze spec hash mismatch,,
responses__request_matcher_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,False,hidden,hidden_only_behavior,failed,model_failed,0.0,3.87013,non_functional,0.412752,298,2410391,47855,45608,49,False,84262,122880,-38618,True,False,False,,,github__getsentry__responses__f5ae59453877,True
returns__result_pipeline_core__hard3_001,python150,Adapted,workflow_session_orchestration,false,True,pass,pass,failed,model_failed,1.0,2.596154,copy_heavy_pass,0.096296,135,1115398,28848,30294,29,False,59850,122880,-63030,True,False,False,dependency lock is empty,,github__dry_python__returns__885bf999e2df,True
rfc3986__uri_parse_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.626061,copy_heavy_pass,0.95614,1254,2903135,63728,37615,48,False,100573,122880,-22307,True,False,False,dependency lock is empty,,github__python_hyper__rfc3986__667bc45c9d13,True
rich__markup_parse_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,0.310409,copy_heavy_pass,0.984185,7145,7429301,151690,55979,93,True,137184,122880,14304,True,False,False,dependency lock is empty,,github__textualize__rich__76b5cd071400,True
ruamel_yaml__roundtrip_core__001,python150,Adapted,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,1.004734,copy_heavy_pass,0.977138,11460,9693565,87561,55156,117,True,137625,122880,14745,True,False,False,dependency lock is empty,,source__sourceforge_net__a935d43b47a4__608d9dbf5085,True
schema__nested_validate_core__hard3_001,python150,Adapted,validate_normalize_construct,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: schema__nested_validate_core__hard3_001: active benchmark freeze spec hash mismatch,,
scrapy__item_loader_core__hard3_001,python150,Adapted,registry_plugin_dispatch,false,False,public,public_behavior,failed,model_failed,0.0,6.578947,non_functional,0.15,500,8902139,210375,133428,105,True,134056,122880,11176,True,False,False,dependency lock is empty,,github__scrapy__scrapy__32a8a88ac60c,True
setuptools_scm__version_normalize_core__hard3_001,python150,Adapted,resource_metadata_loading,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: setuptools_scm__version_normalize_core__hard3_001: active benchmark freeze spec hash mismatch,,
sortedcontainers__sorted_list_core__001,python150,Direct,algorithm_data_structure,false,True,pass,pass,passed,passed,1.0,0.934818,copy_heavy_pass,0.984996,1133,1732685,37270,23735,44,False,60758,122880,-62122,True,False,False,dependency lock is empty,,github__grantjenks__python_sortedcontainers__a28aa11f1858,True
sphinx__extension_registry_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,True,pass,pass,passed,passed,1.0,5.5,copy_heavy_pass,0.133333,165,790051,24603,19720,27,False,45480,122880,-77400,True,False,False,dependency lock is empty,,github__sphinx_doc__sphinx__60f7a239569e,True
sqlalchemy__event_dispatch_core__hard3_001,python150,Adapted,registry_plugin_dispatch,false,True,pass,pass,failed,model_failed,1.0,3.080645,copy_heavy_pass,0.0,191,3436578,73904,71154,43,True,129973,122880,7093,True,False,False,dependency lock is empty,,github__sqlalchemy__sqlalchemy__73ee4dfeb1da,True
sqlparse__format_filters_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,failed,model_failed,1.0,1.00519,copy_heavy_pass,0.976936,2905,2990424,75866,27518,45,False,103285,122880,-19595,True,False,False,dependency lock is empty,,github__andialbrecht__sqlparse__7bd7593b3dbd,True
sqlparse__parse_format_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,failed,model_failed,1.0,1.008953,copy_heavy_pass,0.980887,2930,3169037,61443,29578,56,False,90038,122880,-32842,True,False,False,dependency lock is empty,,github__andialbrecht__sqlparse__7bd7593b3dbd,True
sqlparse__parse_split_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,passed,passed,1.0,0.962947,copy_heavy_pass,0.979386,2183,2806452,65320,20492,46,False,85619,122880,-37261,True,False,False,dependency lock is empty,,github__andialbrecht__sqlparse__7bd7593b3dbd,True
sqlparse__token_tree_core__001,python150,Adapted,parse_tokenize_decode,false,True,pass,pass,passed,passed,1.0,0.954465,copy_heavy_pass,0.985642,2159,3236873,77954,33159,49,False,108252,122880,-14628,True,False,False,dependency lock is empty,,github__andialbrecht__sqlparse__7bd7593b3dbd,True
starlette__route_matching_core__hard3_001,python150,Adapted,registry_plugin_dispatch,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: starlette__route_matching_core__hard3_001: active benchmark freeze spec hash mismatch,,
stevedore__extension_manager_core__hard3_001,python150,Composite,registry_plugin_dispatch,false,True,pass,pass,passed,passed,1.0,2.281385,copy_heavy_pass,0.603416,527,2999190,53138,44548,50,False,96738,122880,-26142,True,False,False,dependency lock is empty,,github__openstack__stevedore__839bbf1a774f,True
tabulate__table_format_core__001,python150,Direct,serialize_format_render,false,True,pass,pass,passed,passed,1.0,1.003029,copy_heavy_pass,0.987489,2318,4293461,56770,44819,84,False,95206,122880,-27674,True,False,False,dependency lock is empty,,github__astanin__python_tabulate__ac7439e4e6c6,True
tenacity__retry_state_core__hard3_001,python150,Adapted,cache_retry_policy,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: tenacity__retry_state_core__hard3_001: active benchmark freeze spec hash mismatch,,
tomlkit__roundtrip_document__001,python150,Direct,serialize_format_render,false,True,pass,pass,passed,passed,1.0,1.0,copy_heavy_pass,0.969523,4528,441234,24389,9805,19,False,35500,122880,-87380,True,False,False,dependency lock is empty,,github__python_poetry__tomlkit__b4d3e4a77252,True
tox__factor_expression_core__hard3_001,python150,Adapted,parse_tokenize_decode,false,False,public,public_behavior,failed,model_failed,0.0,2.886076,non_functional,0.697368,228,2114721,53316,47325,38,False,96838,122880,-26042,True,False,False,dependency lock is empty,,github__tox_dev__tox__81ed66625063,True
trafaret__validation_rules_core__hard3_001,python150,Adapted,validate_normalize_construct,false,False,missing_submission,freeze_preflight_blocked,failed,missing_submission,0.0,,,,,,,,,,,,,False,True,False,,ValueError: trafaret__validation_rules_core__hard3_001: active benchmark freeze spec hash mismatch,,
transitions__state_machine_core__hard3_001,python150,Adapted,protocol_state_transition,false,True,pass,pass,failed,agent_step_limited,1.0,7.672,copy_heavy_pass,0.469239,959,10742058,158213,100133,120,True,134626,122880,11746,True,False,False,dependency lock is empty,,github__pytransitions__transitions__95166dc4eec7,True
