task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
parsel__selector_namespace_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/parsel__selector_namespace_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,true,true,false,false,1.034437,5,781,3,0,1,0,false,true,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/parsel__selector_namespace_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/parsel__selector_namespace_core__hard3_001/eval/result.json,"[""ba17601f-4bae-49b5-833a-f7ac8bb9ac9e"",""f9de7651-56da-42fa-af18-4f72ece24075"",""ecfdd1ca-b4f5-4a8c-a302-3d947930dadf"",""525c3a9e-dfbb-49f9-9f4d-44e1a37247bb"",""5c22cd8e-a494-4db5-9890-4582da880548"",""eval:hidden_tests""]"
sqlalchemy__event_dispatch_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/sqlalchemy__event_dispatch_core__hard3_001,deepseek/deepseek-v4-flash,framework_coupling,true,true,true,true,1.139605,8,1502,2,0,1,1,false,true,true,explicit_finish,passed,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/sqlalchemy__event_dispatch_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/sqlalchemy__event_dispatch_core__hard3_001/eval/result.json,"[""c46dddd1-b647-45aa-9784-4c584e29461c"",""ebb5381a-141c-4303-847b-b0132febea20"",""06778ac4-d540-49f4-98c1-574539ec120c"",""73e62f4b-7fe3-49a7-b393-473575b9ea84"",""6cf04002-1109-41c2-a810-0f839a2ee1fb"",""3aecc8c6-df21-4897-854e-7575cadbb4e4""]"
yamale__schema_validate_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/yamale__schema_validate_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,,,false,1.298456,16,757,1,1,0,0,false,false,true,completion_signal,evaluator_or_environment_error,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/yamale__schema_validate_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/yamale__schema_validate_core__hard3_001/eval/result.json,"[""ee3433b3-5447-4827-85bf-80d78e697ee8"",""cba1c648-5bf8-492f-824b-a9a173f14558"",""eval:build"",""eval:dependency_install_failed""]"
scrapy__item_loader_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/scrapy__item_loader_core__hard3_001,deepseek/deepseek-v4-flash,framework_coupling,true,true,false,false,2.192308,6,399,6,4,6,2,false,false,false,completion_signal,hidden_behavior_contract_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/scrapy__item_loader_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260707-wave2wave4/scrapy__item_loader_core__hard3_001/eval/result.json,"[""b6eacfa7-4ba1-4310-a408-e99a5a17d77a"",""69b20587-fe18-4a52-a9e7-d8c59c28bfdc"",""c5ddeb7c-fe3e-4da3-9da1-7bbfb76be91f"",""0dfbb865-a30f-44f5-ab65-64356dae75af"",""d0534e36-49e8-49b0-91e2-f989d65acfd5"",""dbf77462-481c-4b15-b167-90bd3f5b1e6c"",""0e0a0db4-296b-4c0a-beb9-a24363658db0"",""1248c165-fe1c-4417-850c-611081ad8b8e"",""eval:hidden_tests""]"
readme_renderer__content_type_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/readme_renderer__content_type_core__hard3_001,deepseek/deepseek-v4-flash,data_model_coupling,false,,,false,3.044248,5,344,12,12,1,0,false,false,true,completion_signal,dependency_closure_omission,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/readme_renderer__content_type_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/readme_renderer__content_type_core__hard3_001/eval/result.json,"[""c5208f5e-528b-4d64-ba6d-ef42395f252b"",""3040bfc9-df69-4263-acf0-2e4454ec221d"",""f274ab53-2a2a-4bc0-9f08-0d1a68cc0b8a"",""c27b24cb-6d6d-4f13-a746-f5ddf3eeac11"",""eval:build""]"
virtualenv__interpreter_spec_core__hard3_001,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/virtualenv__interpreter_spec_core__hard3_001,deepseek/deepseek-v4-flash,resource_coupling,true,true,false,false,8.918919,2,330,1,0,0,2,false,true,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/virtualenv__interpreter_spec_core__hard3_001/agent/openhands_events.jsonl,experiments/python/openhands/deepseek-v4-flash/batch3-flash-20260708-wave5/virtualenv__interpreter_spec_core__hard3_001/eval/result.json,"[""1696ddab-8912-43f9-8e3f-718ce9f1e15e"",""cd760be5-a448-41a5-be23-54b3306ea86e"",""2b0188f5-4976-479d-9e73-7cd693d1f2ec"",""2d134750-f79e-4667-8591-1d26f0eb4217"",""13fff8ee-66d1-471d-9380-a0c5bd89f21e"",""eval:hidden_tests""]"
pytest__ini_markers_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__ini_markers_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,true,true,false,false,0.000707,2,54,3,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__ini_markers_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__ini_markers_core__001/eval/result.json,"[""e3ad72a9-aa96-48bf-8a77-c04ee9c9bbe8"",""d089a8fb-954d-435e-976d-9c3f0b217f70"",""f895304d-a534-476d-8641-b62776f7cabf"",""8889eb41-2e30-41cc-98e5-60478b6b4661"",""eval:hidden_tests""]"
pytest__skipif_eval_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__skipif_eval_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,true,false,false,0.001205,2,92,2,1,0,0,false,true,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__skipif_eval_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__skipif_eval_core__001/eval/result.json,"[""a2d365c2-1a92-481b-905d-978db165af72"",""d996d721-3195-4e7d-bd75-8d62240acb82"",""9bb91105-9a47-4195-bfbf-925e1e43529d"",""08014595-83d6-47bf-b327-f21130a6546d"",""eval:hidden_tests""]"
pytest__fixture_resolve_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__fixture_resolve_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,true,false,false,0.002122,1,162,9,0,2,0,false,false,true,explicit_finish,isolation_or_forbidden_import_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__fixture_resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__fixture_resolve_core__001/eval/result.json,"[""ac214e06-df99-423e-b28a-d0cba2d409ff"",""e59d7dfc-f16e-42d4-aed9-82b2cb72528e"",""1ec1c2aa-90f5-4c20-80cb-b5c27f7a138e"",""7f29317e-72a0-4b5a-84dd-462dbd81e1a6"",""5032b776-1b3b-4d06-aecc-a39724e6173b"",""8331d59f-2179-429f-ad09-4f6f37e6e81a"",""eval:hidden_tests""]"
faker__provider_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/faker__provider_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,resource_coupling,true,,,false,0.002338,5,787,0,0,0,0,false,false,false,timeout,dependency_closure_omission,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/faker__provider_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/faker__provider_core__001/eval/result.json,"[""eval:build""]"
pytest__mark_expression_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__mark_expression_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,true,true,0.003523,3,269,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__mark_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pytest__mark_expression_core__001/eval/result.json,"[""bfe8e64f-2867-41e6-b891-1ea0c8c687c9"",""27e83ddd-7917-4dd0-96b9-943f4ff6da0e""]"
pygments__lexer_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__lexer_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,true,false,false,false,0.003587,6,368,5,1,9,0,false,false,false,step_limit_exceeded,public_behavior_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__lexer_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__lexer_core__001/eval/result.json,"[""ca36f60a-5923-4f23-81e8-05ca99b0ea64"",""f8ac1aab-e050-49e2-b21a-77dd1c7aa2b3"",""dd284272-3e09-46f2-aa76-60a209137e58"",""79574f36-49e5-41d5-8094-3b2182e5a2c5"",""bccb9bb3-e27c-43be-964a-c93dd323b6c1"",""eval:public_tests"",""eval:hidden_tests""]"
bleach__sanitize_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/bleach__sanitize_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.003744,2,94,10,2,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/bleach__sanitize_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/bleach__sanitize_core__001/eval/result.json,"[""33eb70ce-20ae-42e6-a430-19149fce471d"",""24cd8002-32e1-4cd8-ab0d-2f077b41ac59"",""acbd7656-027a-4c1a-903f-3612b918a232"",""da2e6970-6f21-4b35-8bc0-e4d87fe80f70"",""04c308f5-689a-4499-858f-4db213a44a89"",""e0b29a92-c8ac-4d39-a315-cda8227e95ec"",""eval:hidden_tests""]"
ruamel_yaml__roundtrip_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/ruamel_yaml__roundtrip_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.003934,3,90,9,1,1,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/ruamel_yaml__roundtrip_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/ruamel_yaml__roundtrip_core__001/eval/result.json,"[""621f303c-56dc-4bb9-8c82-0e6d3b4b0466"",""3f9ac60e-696c-435e-ba92-f1606b801ed7"",""edb93044-7cc6-4801-bb77-45e9f8ef853f"",""bd97ec62-97e0-4158-8b26-d7b0557225d1"",""1d375ea3-2887-42c1-871c-0489a47ac282"",""90f97944-d535-4899-8a8f-35d872e3e84a"",""eval:hidden_tests""]"
jinja2__compile_render_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__compile_render_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,false,,,false,0.004285,2,78,8,3,2,0,false,true,false,step_limit_exceeded,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__compile_render_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__compile_render_core__001/eval/result.json,"[""797da718-c932-4dc2-b828-9a19961f3019"",""575fd95e-45b2-4a3d-9987-d6937ed88a3d"",""b30004a4-386d-4786-a687-4f8e22b33f1a"",""5d89ca05-7346-489b-a866-10c26396fb52"",""b402ef58-04bc-4e60-ae50-cb3b76384a2d"",""d3957f7b-dc1c-45fb-815c-84aac4b7aae3"",""eval:build"",""eval:dependency_install_failed""]"
pygments__formatter_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__formatter_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.004767,9,489,9,3,15,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__formatter_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pygments__formatter_core__001/eval/result.json,"[""9e4575c4-0ff4-4ecb-9132-125d5159c1ff"",""9b7a2313-3dd1-4624-be48-715b85e7c576"",""11cc3cc2-08fc-4247-9400-4c42e73d5699"",""42b74a4e-2c14-4613-b1ec-cdd0cc5ad511"",""e79cc387-b405-452f-ae41-4c23eb767d33"",""c0312324-fffb-46e1-ad73-f2d34c3a1f24"",""3450d709-5077-4139-9764-a69fb29413ed"",""cc1d03de-1e90-4191-8dfa-d7bdcc5cdd62"",""eval:hidden_tests""]"
jinja2__filters_tests_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__filters_tests_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,,,false,0.007910,6,144,4,1,0,0,false,true,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__filters_tests_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__filters_tests_core__001/eval/result.json,"[""8e253efa-f36a-48f8-8501-9123c5702cc6"",""74423d50-2925-4059-81df-ec1f1af273e0"",""47c90d64-4048-4385-ab23-c111e6ad3743"",""8ea31a62-ec48-47b2-9c96-31ed4699506d"",""664ed4ef-5d2a-4425-b516-0ac0b5c57e9c"",""eval:build"",""eval:dependency_install_failed""]"
passlib__hash_context_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/passlib__hash_context_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,true,true,false,false,0.008647,5,254,6,3,11,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/passlib__hash_context_core__001/eval/result.json,"[""e4f35089-38fb-4e9a-b4a2-85def452306f"",""0ea65e46-ab7f-443a-9671-e8916a1be17c"",""7537f0b2-0b28-4cdb-a4d3-8b598e116024"",""26bca17b-9aa6-42ac-93f8-a8f3a29b43dc"",""025c27b3-4d52-4c83-9ede-6f350f94337c"",""b5d79564-0a05-4f4e-b10d-4eea82e7edeb"",""f8389a80-7ee8-4dc6-a1e9-27c2883b5eb9"",""eval:hidden_tests""]"
jinja2__loader_inheritance_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__loader_inheritance_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,,,false,0.011096,4,202,7,1,3,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__loader_inheritance_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__loader_inheritance_core__001/eval/result.json,"[""482801e5-7b53-419d-aa0e-738f1f5222eb"",""547067cd-e18a-4ccd-aa7e-aa318a4eb03a"",""bb087db9-25dd-438b-8bc3-246699b1756a"",""e05b796c-0842-4acf-8454-d10a006a5f88"",""23b022d8-7242-4e83-98be-9d00cbb3216e"",""eeb2078b-db9f-4000-b395-43d0318cd157"",""c1baeb7f-4157-4960-9348-9fafaa9ffea8"",""eval:build"",""eval:dependency_install_failed""]"
sqlparse__parse_split_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__parse_split_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,false,false,false,0.012778,3,77,12,5,7,1,false,false,false,step_limit_exceeded,public_api_or_interface_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__parse_split_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/sqlparse__parse_split_core__001/eval/result.json,"[""7f9e54c2-e46d-4775-8a1b-abd4adaa2583"",""af7ce6fd-be22-4601-96fc-293423dbc87c"",""cebc5b33-ba98-469e-a615-850867fc096f"",""6c5b3823-afbb-4b54-bd86-ed6e0cdf1911"",""33cf74e8-78e1-4642-8cc5-7bc320575067"",""eval:public_tests"",""eval:hidden_tests""]"
pydantic_v1__validation_error_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_v1__validation_error_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,framework_coupling,true,,,false,0.015875,6,166,5,2,3,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_v1__validation_error_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/pydantic_v1__validation_error_core__001/eval/result.json,"[""1a6fb397-b91c-45d5-9486-87c804cbe969"",""05d0bc41-7ecd-4499-a0d2-2535c88f79b1"",""fc6b817b-fb24-4b04-9249-3abfa063227b"",""7682c65a-1df4-4b3f-8033-92e59f0fc80b"",""97880e04-e4d8-49fb-812e-9d057095a125"",""07b5367d-8a95-4a84-b70b-7119ae7c4bff"",""c506f101-bd39-4520-8557-77f622a1e08e"",""0534bc17-1d3b-428d-8a4f-2429ef2872de"",""eval:build"",""eval:dependency_install_failed""]"
lark__grammar_loader_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__grammar_loader_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,resource_coupling,true,true,false,false,0.016694,6,114,2,1,2,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__grammar_loader_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/lark__grammar_loader_core__001/eval/result.json,"[""de975d75-7131-44be-aae7-c297b5d06a6f"",""a68ca3a8-8330-44ee-a82d-552a41c64881"",""11db93bd-b516-4203-8172-983cc6206f9c"",""65d27975-c938-4c08-9d39-952f346beb99"",""4670678c-558f-4931-9b50-f5c9d5130384"",""e5a8ae18-3d5b-4f88-b49f-075ad7164c61"",""eval:hidden_tests""]"
cattrs__structure_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cattrs__structure_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,,,false,0.026729,6,284,9,3,5,0,false,true,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cattrs__structure_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/cattrs__structure_core__001/eval/result.json,"[""b41d30a8-fe00-42f9-89d4-e52234809999"",""bf7f0e0e-0cdb-46bf-a2f6-7bd1309c2749"",""048feaf6-247f-4c87-a6d8-ba2a8142fe5f"",""c887f492-d436-4665-ad14-599110b8f028"",""568fc18f-1468-4372-8bc4-e961549a1dde"",""7a2371ad-0a1d-4bff-bb50-d7393f1a8ecd"",""3a8a9361-b650-4ecd-8e21-7f5770e056a0"",""824c4df4-81c1-43d3-94a1-a896381898e3"",""eval:build"",""eval:dependency_install_failed""]"
dynaconf__settings_merge_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dynaconf__settings_merge_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,false,false,0.027482,5,591,3,1,1,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dynaconf__settings_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/dynaconf__settings_merge_core__001/eval/result.json,"[""d903a48b-5e79-45ed-a4f8-6be76c644b6e"",""9ba2427a-bfca-4cd5-a20f-7c8133d29411"",""60f23f66-c6c5-43e1-b5f9-494acf0af526"",""380e803f-0d06-42ed-9ee9-87cf59e39768"",""97e0c0e5-7663-405f-b920-92cf02182513"",""1a4c5b81-dbef-4de5-b8fa-068537cfd7cd"",""eval:hidden_tests""]"
coverage__report_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__report_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,true,true,0.027736,10,944,3,0,1,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__report_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/coverage__report_core__001/eval/result.json,"[""391c81c2-c38e-418d-a4fe-85d677773549"",""9aec169b-2d5f-45eb-b3a8-c6a27ad18457"",""0818bceb-c2ac-4926-8d9d-daf1ce597a1d"",""c548a529-dde0-44c8-b0af-cd24da81b7d4"",""dc408c9c-1129-45b4-9542-477930930dd1""]"
babel__plural_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/babel__plural_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,third_party_dependency_coupling,true,true,false,false,0.028025,3,236,2,1,1,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/babel__plural_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/babel__plural_core__001/eval/result.json,"[""15e847c2-6f49-477a-be5d-e8c694226572"",""982782b4-d063-4b03-8ea6-b26e68be7d93"",""392c6320-60cd-416c-bde9-8c53c48bb97b"",""a3eab91d-8c1d-4ea2-99cf-1abac8f81b52"",""569bd38f-facc-4bad-95e7-6927c7cbf2ec"",""eval:hidden_tests""]"
configobj__roundtrip_config_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/configobj__roundtrip_config_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,config_environment_coupling,false,true,false,false,0.034157,2,177,2,1,6,0,false,true,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/configobj__roundtrip_config_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/configobj__roundtrip_config_core__001/eval/result.json,"[""1489a916-7006-476f-9bba-d7e6aec883b1"",""c11b8d1a-5d55-4499-9ccc-2adc1e9d4553"",""1e46ee0e-dafe-486c-ad66-7cee46e203e7"",""4b47a768-48e3-4494-b504-30714ce452d6"",""0bc9ec7a-46df-4366-bd79-fcdb8b8e17a7"",""54f2b862-b923-4b92-ae43-df4dfdc827d3"",""eval:hidden_tests""]"
rich__markup_parse_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/rich__markup_parse_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,false,true,false,false,0.035146,6,809,1,0,0,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/rich__markup_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/rich__markup_parse_core__001/eval/result.json,"[""2db89ffd-ec38-4e99-9727-ca821450e080"",""7e5a6db0-5d25-4dd0-9dec-dc900035ba76"",""744642cf-3a7e-451a-9a68-9eb9808c0328"",""eval:hidden_tests""]"
jinja2__lexer_parser_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__lexer_parser_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,parser_state_coupling,true,,,false,0.035377,8,644,11,2,0,0,false,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__lexer_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/jinja2__lexer_parser_core__001/eval/result.json,"[""936ffeea-dba2-4fae-a467-6467e2402ced"",""c9797cf9-d94f-4093-b772-02ea8f0901ca"",""8ecf8c07-c35a-416a-9468-14bd214d86c2"",""d927390d-a8ac-4cd8-bd17-e0d84351f9a9"",""1bbeea35-c391-4b02-8242-bfe52033f1c7"",""6331b693-1dbc-4d25-b7a4-a8e7f9673a80"",""eval:build"",""eval:dependency_install_failed""]"
networkx__dag_topo_core__001,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/networkx__dag_topo_core__001,openai/Qwen3-Coder-30B-A3B-Instruct,data_model_coupling,false,true,false,false,0.041575,5,452,20,2,3,0,false,true,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/networkx__dag_topo_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3-coder-30b-a3b-instruct/main-20260702-212731/networkx__dag_topo_core__001/eval/result.json,"[""c522c6a8-eeb1-4da6-a305-5039ce1f0092"",""851e868a-5de7-45ce-a614-d10692fa846b"",""b79a092e-1931-46c3-b3ea-78f9dac8abd2"",""4e6a7e5e-34e1-492f-8b50-d2d3774aa688"",""06e9afc4-fa5a-4280-9593-c74acbc03682"",""3d3f3788-bd07-4fff-a8b2-417231ec465e"",""967e9c2e-4baa-4e5a-976a-6c797a8e588f"",""d3988bae-c244-4ab0-b735-182d3aae19dc"",""eval:hidden_tests""]"
