pilot_id,arm_id,task_id,seed,scheduled,run_available,evaluation_available,run_status,build_pass,public_pass,hidden_pass,functional_pass,public_hidden_gap,extraction_ratio,final_score,closure_precision,closure_recall,closure_f1,closure_measurement,closure_state_present,gold_closure_size,predicted_closure_size,copied_file_count,copied_loc,total_tokens,api_calls,assistant_steps,tool_calls,repeated_file_reads,repeated_line_reads,repeated_terminal_commands,repeated_exploration,tool_error_count,harness_format_error_count,token_budget_exhausted,run_path,evaluation_path,trajectory_path,closure_state_path
ecsm-pilot-v1,ecsm,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,requests_cache__cache_key_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,4,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/requests_cache__cache_key_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/requests_cache__cache_key_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/requests_cache__cache_key_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,sqlparse__format_filters_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/sqlparse__format_filters_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/sqlparse__format_filters_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/sqlparse__format_filters_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,celery__signal_dispatch_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/celery__signal_dispatch_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/celery__signal_dispatch_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/celery__signal_dispatch_core__hard3_001/seed-0/agent/openhands_events.jsonl,
